date,temperature,demand
2020-01-03 05:00:00,2.0725,15636
2020-01-03 06:00:00,5.0725,14772
2020-01-03 07:00:00,6.2725,14219
2020-01-03 08:00:00,6.1725,13922
2020-01-03 09:00:00,6.0725,13810
2020-01-03 10:00:00,5.6225,13997
2020-01-03 11:00:00,4.7725,14742
2020-01-03 12:00:00,4.2725,16154
2020-01-03 13:00:00,5.1225,17387
2020-01-03 14:00:00,5.6225,17981
2020-01-03 15:00:00,6.0725,18406
2020-01-03 16:00:00,6.8725,18701
2020-01-03 17:00:00,8.0225,18732
2020-01-03 18:00:00,8.2225,18654
2020-01-03 19:00:00,8.9725,18647
2020-01-03 20:00:00,9.1725,18594
2020-01-03 21:00:00,8.7225,18592
2020-01-03 22:00:00,7.7225,19072
2020-01-03 23:00:00,7.0225,19572
2020-01-04 00:00:00,6.5725,19247
2020-01-04 01:00:00,6.9725,18754
2020-01-04 02:00:00,6.9225,18224
2020-01-04 03:00:00,6.9225,17457
2020-01-04 04:00:00,6.7225,16458
2020-01-04 05:00:00,6.8225,15387
2020-01-04 06:00:00,6.5725,14600
2020-01-04 07:00:00,5.9725,14026
2020-01-04 08:00:00,5.9225,13701
2020-01-04 09:00:00,6.2225,13538
2020-01-04 10:00:00,6.2725,13563
2020-01-04 11:00:00,6.2225,13860
2020-01-04 12:00:00,5.7725,14432
2020-01-04 13:00:00,6.9225,15192
2020-01-04 14:00:00,7.6725,15930
2020-01-04 15:00:00,8.0225,16713
2020-01-04 16:00:00,8.5225,17238
2020-01-04 17:00:00,8.8225,17504
2020-01-04 18:00:00,9.0725,17514
2020-01-04 19:00:00,9.4225,17439
2020-01-04 20:00:00,9.9225,17306
2020-01-04 21:00:00,9.7725,17357
2020-01-04 22:00:00,9.3225,17894
2020-01-04 23:00:00,8.7225,18489
2020-01-05 00:00:00,8.4725,18396
2020-01-05 01:00:00,7.4225,18040
2020-01-05 02:00:00,6.7225,17735
2020-01-05 03:00:00,5.4225,17225
2020-01-05 04:00:00,4.0725,16491
2020-01-05 05:00:00,3.2725,15696
2020-01-05 06:00:00,2.6725001,14755
2020-01-05 07:00:00,2.3225,14212
2020-01-05 08:00:00,2.1225,14073
2020-01-05 09:00:00,1.9725001,13961
2020-01-05 10:00:00,1.7725,13992
2020-01-05 11:00:00,2.1725001,14252
2020-01-05 12:00:00,2.8225,14712
2020-01-05 13:00:00,2.7725,15301
2020-01-05 14:00:00,3.2725,15958
2020-01-05 15:00:00,3.5725,16567
2020-01-05 16:00:00,3.9724998,16811
2020-01-05 17:00:00,4.3725,16957
2020-01-05 18:00:00,5.0225,17078
2020-01-05 19:00:00,4.9725,17103
2020-01-05 20:00:00,4.6225,17226
2020-01-05 21:00:00,3.5225,17600
2020-01-05 22:00:00,2.1225,18444
2020-01-05 23:00:00,1.4225,19519
2020-01-06 00:00:00,1.3725001,19436
2020-01-06 01:00:00,-0.6775,19118
2020-01-06 02:00:00,-1.2275,18669
2020-01-06 03:00:00,-1.5775,17935
2020-01-06 04:00:00,0.1725,16924
2020-01-06 05:00:00,0.42249995,15937
2020-01-06 06:00:00,0.42249995,15244
2020-01-06 07:00:00,0.12249999,14855
2020-01-06 08:00:00,0.022499993,14607
2020-01-06 09:00:00,-0.1275,14552
2020-01-06 10:00:00,-0.6275,14841
2020-01-06 11:00:00,0.12249999,15797
2020-01-06 12:00:00,0.1725,17456
2020-01-06 13:00:00,0.42249995,18741
2020-01-06 14:00:00,1.1725,19182
2020-01-06 15:00:00,3.0725,19544
2020-01-06 16:00:00,5.0225,19602
2020-01-06 17:00:00,6.7225,19291
2020-01-06 18:00:00,7.5225,18943
2020-01-06 19:00:00,7.1725,18971
2020-01-06 20:00:00,6.7225,18851
2020-01-06 21:00:00,5.8725,19012
2020-01-06 22:00:00,4.0225,19667
2020-01-06 23:00:00,3.4225001,20631
2020-01-07 00:00:00,2.0225,20527
2020-01-07 01:00:00,2.9725,20151
2020-01-07 02:00:00,3.1225,19532
2020-01-07 03:00:00,3.2725,18665
2020-01-07 04:00:00,2.8725,17440
2020-01-07 05:00:00,2.3725,16252
2020-01-07 06:00:00,1.8225,15400
2020-01-07 07:00:00,1.2225001,14958
2020-01-07 08:00:00,0.6225,14739
2020-01-07 09:00:00,-0.0775,14719
2020-01-07 10:00:00,-0.5775,14979
2020-01-07 11:00:00,-0.82750005,15940
2020-01-07 12:00:00,0.072500005,17625
2020-01-07 13:00:00,0.42249995,18904
2020-01-07 14:00:00,1.7725,19197
2020-01-07 15:00:00,3.4225001,19170
2020-01-07 16:00:00,5.2225,19076
2020-01-07 17:00:00,5.7725,19016
2020-01-07 18:00:00,5.7225,19014
2020-01-07 19:00:00,5.8725,19013
2020-01-07 20:00:00,5.0725,18949
2020-01-07 21:00:00,4.1725,19187
2020-01-07 22:00:00,3.3725,19898
2020-01-07 23:00:00,2.8725,20609
2020-01-08 00:00:00,2.1225,20501
2020-01-08 01:00:00,1.6225001,20105
2020-01-08 02:00:00,1.1225001,19513
2020-01-08 03:00:00,0.92249995,18594
2020-01-08 04:00:00,0.72249997,17382
2020-01-08 05:00:00,0.3225,16242
2020-01-08 06:00:00,-0.17750001,15448
2020-01-08 07:00:00,-0.6775,15022
2020-01-08 08:00:00,-1.1274999,14762
2020-01-08 09:00:00,-1.4275,14736
2020-01-08 10:00:00,-1.5775,14998
2020-01-08 11:00:00,-1.1775,15897
2020-01-08 12:00:00,-0.5775,17562
2020-01-08 13:00:00,-0.7275,18813
2020-01-08 14:00:00,0.5725,19110
2020-01-08 15:00:00,1.7725,19258
2020-01-08 16:00:00,3.8225002,19200
2020-01-08 17:00:00,4.8725,19160
2020-01-08 18:00:00,4.8725,19133
2020-01-08 19:00:00,4.8225,19035
2020-01-08 20:00:00,4.3225,19165
2020-01-08 21:00:00,3.1725001,19588
2020-01-08 22:00:00,1.6225001,20380
2020-01-08 23:00:00,0.6225,21466
2020-01-09 00:00:00,-0.2775,21502
2020-01-09 01:00:00,-0.9275,21182
2020-01-09 02:00:00,-1.4775,20599
2020-01-09 03:00:00,-1.7774999,19767
2020-01-09 04:00:00,-2.4275,18534
2020-01-09 05:00:00,-3.0774999,17458
2020-01-09 06:00:00,-3.5275,16709
2020-01-09 07:00:00,-3.6775,16295
2020-01-09 08:00:00,-4.1775002,16051
2020-01-09 09:00:00,-4.5775,16018
2020-01-09 10:00:00,-4.8775,16302
2020-01-09 11:00:00,-5.1275,17212
2020-01-09 12:00:00,-4.9275,18966
2020-01-09 13:00:00,-4.8775,20171
2020-01-09 14:00:00,-4.0275,20345
2020-01-09 15:00:00,-3.0774999,20143
2020-01-09 16:00:00,-2.0275,19899
2020-01-09 17:00:00,-0.9275,19645
2020-01-09 18:00:00,-0.1275,19518
2020-01-09 19:00:00,0.3225,19486
2020-01-09 20:00:00,0.3725,19605
2020-01-09 21:00:00,0.022499993,19974
2020-01-09 22:00:00,-1.4275,20755
2020-01-09 23:00:00,-0.7275,21644
2020-01-10 00:00:00,-0.8775,21581
2020-01-10 01:00:00,-1.0775,21180
2020-01-10 02:00:00,-0.82750005,20549
2020-01-10 03:00:00,-0.52750003,19580
2020-01-10 04:00:00,-0.9775,18357
2020-01-10 05:00:00,-1.1775,17136
2020-01-10 06:00:00,-1.2774999,16242
2020-01-10 07:00:00,-0.9775,15717
2020-01-10 08:00:00,-0.3775,15366
2020-01-10 09:00:00,-0.0775,15222
2020-01-10 10:00:00,0.3225,15401
2020-01-10 11:00:00,0.5225,16222
2020-01-10 12:00:00,0.72249997,17752
2020-01-10 13:00:00,2.0225,18948
2020-01-10 14:00:00,3.1225,19246
2020-01-10 15:00:00,4.4225,19504
2020-01-10 16:00:00,6.1225,19651
2020-01-10 17:00:00,7.6225,19625
2020-01-10 18:00:00,8.6725,19329
2020-01-10 19:00:00,10.6225,18989
2020-01-10 20:00:00,10.9725,18807
2020-01-10 21:00:00,10.5725,18801
2020-01-10 22:00:00,10.1225,19239
2020-01-10 23:00:00,10.1725,19774
2020-01-11 00:00:00,8.9225,19433
2020-01-11 01:00:00,9.1225,18897
2020-01-11 02:00:00,8.4225,18287
2020-01-11 03:00:00,7.8225,17572
2020-01-11 04:00:00,7.6725,16594
2020-01-11 05:00:00,7.7225,15544
2020-01-11 06:00:00,8.1225,14723
2020-01-11 07:00:00,8.3725,14151
2020-01-11 08:00:00,9.3725,13760
2020-01-11 09:00:00,10.1725,13609
2020-01-11 10:00:00,10.7225,13617
2020-01-11 11:00:00,11.5225,13856
2020-01-11 12:00:00,12.2225,14414
2020-01-11 13:00:00,13.0725,15051
2020-01-11 14:00:00,13.7725,15608
2020-01-11 15:00:00,15.6225,16066
2020-01-11 16:00:00,16.922499,16253
2020-01-11 17:00:00,17.3725,16244
2020-01-11 18:00:00,18.0225,16201
2020-01-11 19:00:00,18.172499,16195
2020-01-11 20:00:00,17.7725,16339
2020-01-11 21:00:00,16.822498,16440
2020-01-11 22:00:00,15.5725,16886
2020-01-11 23:00:00,14.9725,17592
2020-01-12 00:00:00,14.9725,17488
2020-01-12 01:00:00,16.072498,17147
2020-01-12 02:00:00,16.0225,16723
2020-01-12 03:00:00,16.5225,16139
2020-01-12 04:00:00,16.3725,15417
2020-01-12 05:00:00,16.172499,14606
2020-01-12 06:00:00,15.7725,13845
2020-01-12 07:00:00,15.7725,13360
2020-01-12 08:00:00,16.0225,13023
2020-01-12 09:00:00,16.0225,12835
2020-01-12 10:00:00,16.7225,12863
2020-01-12 11:00:00,17.7725,13054
2020-01-12 12:00:00,15.2725,13462
2020-01-12 13:00:00,17.172499,14004
2020-01-12 14:00:00,16.422499,14586
2020-01-12 15:00:00,17.672499,15143
2020-01-12 16:00:00,18.6225,15479
2020-01-12 17:00:00,18.0225,15629
2020-01-12 18:00:00,17.072498,15747
2020-01-12 19:00:00,16.322498,15821
2020-01-12 20:00:00,15.3225,15953
2020-01-12 21:00:00,13.6225,16281
2020-01-12 22:00:00,11.5725,16966
2020-01-12 23:00:00,10.0225,18006
2020-01-13 00:00:00,9.6225,18050
2020-01-13 01:00:00,8.4725,17785
2020-01-13 02:00:00,7.2725,17391
2020-01-13 03:00:00,6.5725,16761
2020-01-13 04:00:00,5.1725,15841
2020-01-13 05:00:00,4.3725,14936
2020-01-13 06:00:00,3.3225,14334
2020-01-13 07:00:00,2.5725,13987
2020-01-13 08:00:00,1.9725001,13831
2020-01-13 09:00:00,1.5725,13833
2020-01-13 10:00:00,1.3225,14150
2020-01-13 11:00:00,1.2225001,15172
2020-01-13 12:00:00,1.0225,16929
2020-01-13 13:00:00,1.5225,18182
2020-01-13 14:00:00,3.1225,18488
2020-01-13 15:00:00,4.8725,18803
2020-01-13 16:00:00,7.4225,19013
2020-01-13 17:00:00,8.1725,19070
2020-01-13 18:00:00,8.5725,18985
2020-01-13 19:00:00,8.5225,18924
2020-01-13 20:00:00,8.7225,18842
2020-01-13 21:00:00,8.5725,18944
2020-01-13 22:00:00,7.0725,19463
2020-01-13 23:00:00,6.3225,20064
2020-01-14 00:00:00,4.9225,19875
2020-01-14 01:00:00,4.0725,19473
2020-01-14 02:00:00,3.4725,18838
2020-01-14 03:00:00,3.9225001,17966
2020-01-14 04:00:00,3.6725001,16836
2020-01-14 05:00:00,1.9725001,15731
2020-01-14 06:00:00,0.82249993,14887
2020-01-14 07:00:00,1.6725,14356
2020-01-14 08:00:00,1.6725,14131
2020-01-14 09:00:00,1.8225,14073
2020-01-14 10:00:00,1.9225001,14325
2020-01-14 11:00:00,1.9725001,15265
2020-01-14 12:00:00,2.3225,16982
2020-01-14 13:00:00,2.5725,18229
2020-01-14 14:00:00,3.2725,18568
2020-01-14 15:00:00,4.2225,18664
2020-01-14 16:00:00,5.1725,18585
2020-01-14 17:00:00,5.9725,18535
2020-01-14 18:00:00,6.4225,18470
2020-01-14 19:00:00,6.5225,18419
2020-01-14 20:00:00,6.5725,18468
2020-01-14 21:00:00,6.4725,18729
2020-01-14 22:00:00,6.0725,19334
2020-01-14 23:00:00,5.8725,20039
2020-01-15 00:00:00,4.5725,19865
2020-01-15 01:00:00,4.9225,19438
2020-01-15 02:00:00,4.8225,18795
2020-01-15 03:00:00,4.7225,17859
2020-01-15 04:00:00,4.5725,16690
2020-01-15 05:00:00,4.4225,15551
2020-01-15 06:00:00,4.0225,14673
2020-01-15 07:00:00,3.1225,14148
2020-01-15 08:00:00,3.7225,13869
2020-01-15 09:00:00,3.8725,13830
2020-01-15 10:00:00,4.2725,14075
2020-01-15 11:00:00,4.6725,15013
2020-01-15 12:00:00,5.8225,16711
2020-01-15 13:00:00,5.3725,17963
2020-01-15 14:00:00,5.7725,18128
2020-01-15 15:00:00,6.2225,18071
2020-01-15 16:00:00,7.4725,17910
2020-01-15 17:00:00,8.0225,17775
2020-01-15 18:00:00,8.4725,17616
2020-01-15 19:00:00,9.0225,17539
2020-01-15 20:00:00,9.2225,17546
2020-01-15 21:00:00,8.3725,17811
2020-01-15 22:00:00,7.9224997,18471
2020-01-15 23:00:00,5.2225,19514
2020-01-16 00:00:00,3.3225,19547
2020-01-16 01:00:00,2.7725,19212
2020-01-16 02:00:00,4.5225,18675
2020-01-16 03:00:00,2.7725,17809
2020-01-16 04:00:00,4.4225,16647
2020-01-16 05:00:00,5.6225,15552
2020-01-16 06:00:00,5.6225,14740
2020-01-16 07:00:00,6.0225,14278
2020-01-16 08:00:00,5.7725,13983
2020-01-16 09:00:00,5.4725,13894
2020-01-16 10:00:00,5.6725,14171
2020-01-16 11:00:00,6.8725,15088
2020-01-16 12:00:00,6.5725,16774
2020-01-16 13:00:00,7.2725,18072
2020-01-16 14:00:00,8.3725,18365
2020-01-16 15:00:00,8.1225,18578
2020-01-16 16:00:00,8.4725,18463
2020-01-16 17:00:00,8.1725,18513
2020-01-16 18:00:00,8.0225,18483
2020-01-16 19:00:00,6.4725,18557
2020-01-16 20:00:00,5.7225,18723
2020-01-16 21:00:00,5.2225,18944
2020-01-16 22:00:00,3.7725,19607
2020-01-16 23:00:00,2.8225,20605
2020-01-17 00:00:00,2.3725,20630
2020-01-17 01:00:00,2.0725,20298
2020-01-17 02:00:00,1.6225001,19816
2020-01-17 03:00:00,1.1725,19002
2020-01-17 04:00:00,0.6225,17927
2020-01-17 05:00:00,-0.17750001,16903
2020-01-17 06:00:00,-1.1274999,16219
2020-01-17 07:00:00,-1.8275,15831
2020-01-17 08:00:00,-2.5774999,15619
2020-01-17 09:00:00,-3.4775,15646
2020-01-17 10:00:00,-4.2275,16006
2020-01-17 11:00:00,-4.9275,17012
2020-01-17 12:00:00,-4.8775,18763
2020-01-17 13:00:00,-5.5275,20005
2020-01-17 14:00:00,-5.2275,20308
2020-01-17 15:00:00,-4.6275,20281
2020-01-17 16:00:00,-3.7775,20188
2020-01-17 17:00:00,-2.8775,20047
2020-01-17 18:00:00,-2.1275,19830
2020-01-17 19:00:00,-1.5775,19688
2020-01-17 20:00:00,-1.4775,19653
2020-01-17 21:00:00,-1.9775,19947
2020-01-17 22:00:00,-3.0275,20626
2020-01-17 23:00:00,-3.6775,21530
2020-01-18 00:00:00,-4.0775,21517
2020-01-18 01:00:00,-4.9275,21193
2020-01-18 02:00:00,-5.2275,20721
2020-01-18 03:00:00,-5.5275,20043
2020-01-18 04:00:00,-5.9775,19089
2020-01-18 05:00:00,-6.3275,18120
2020-01-18 06:00:00,-6.4275,17337
2020-01-18 07:00:00,-6.4275,16802
2020-01-18 08:00:00,-6.2775,16467
2020-01-18 09:00:00,-6.1275,16337
2020-01-18 10:00:00,-5.8775,16361
2020-01-18 11:00:00,-5.7775,16689
2020-01-18 12:00:00,-6.1275,17317
2020-01-18 13:00:00,-5.9775,18132
2020-01-18 14:00:00,-5.4775,18854
2020-01-18 15:00:00,-4.3275,19371
2020-01-18 16:00:00,-2.5275,19681
2020-01-18 17:00:00,-1.5775,19810
2020-01-18 18:00:00,-2.1775,19882
2020-01-18 19:00:00,-3.0275,20105
2020-01-18 20:00:00,-2.4775,20110
2020-01-18 21:00:00,-1.9275,20099
2020-01-18 22:00:00,-1.0775,20419
2020-01-18 23:00:00,0.67249995,20993
2020-01-19 00:00:00,0.3225,20836
2020-01-19 01:00:00,0.7725,20320
2020-01-19 02:00:00,1.8225,19666
2020-01-19 03:00:00,2.2725,18792
2020-01-19 04:00:00,2.2725,17856
2020-01-19 05:00:00,2.0725,16857
2020-01-19 06:00:00,2.0225,16093
2020-01-19 07:00:00,2.1725001,15501
2020-01-19 08:00:00,1.8725,15162
2020-01-19 09:00:00,1.8725,14955
2020-01-19 10:00:00,1.8225,14906
2020-01-19 11:00:00,2.3225,15084
2020-01-19 12:00:00,2.4225001,15526
2020-01-19 13:00:00,2.9225001,16053
2020-01-19 14:00:00,3.9225001,16634
2020-01-19 15:00:00,5.3225,17052
2020-01-19 16:00:00,6.4225,17307
2020-01-19 17:00:00,6.9225,17582
2020-01-19 18:00:00,5.8225,17716
2020-01-19 19:00:00,4.8225,17685
2020-01-19 20:00:00,4.7725,17751
2020-01-19 21:00:00,3.4225001,18093
2020-01-19 22:00:00,1.8725,18676
2020-01-19 23:00:00,1.0225,19679
2020-01-20 00:00:00,0.3225,19736
2020-01-20 01:00:00,-0.52750003,19447
2020-01-20 02:00:00,-1.2774999,19053
2020-01-20 03:00:00,-1.3774999,18487
2020-01-20 04:00:00,-1.6274999,17745
2020-01-20 05:00:00,-3.1275,16951
2020-01-20 06:00:00,-3.4775,16350
2020-01-20 07:00:00,-4.5275,15986
2020-01-20 08:00:00,-5.6275,15812
2020-01-20 09:00:00,-6.4775,15836
2020-01-20 10:00:00,-7.0775,16132
2020-01-20 11:00:00,-7.2775,16921
2020-01-20 12:00:00,-6.5275,18029
2020-01-20 13:00:00,-6.4275,19022
2020-01-20 14:00:00,-5.8275,19617
2020-01-20 15:00:00,-4.8775,19912
2020-01-20 16:00:00,-3.5774999,19969
2020-01-20 17:00:00,-2.4275,19863
2020-01-20 18:00:00,-1.6274999,19673
2020-01-20 19:00:00,-1.1775,19547
2020-01-20 20:00:00,-1.0275,19536
2020-01-20 21:00:00,-1.3774999,19797
2020-01-20 22:00:00,-2.8775,20542
2020-01-20 23:00:00,-3.6275,21740
2020-01-21 00:00:00,-3.8274999,21895
2020-01-21 01:00:00,-4.2275,21561
2020-01-21 02:00:00,-4.4775,20960
2020-01-21 03:00:00,-4.8775,20093
2020-01-21 04:00:00,-5.3275,18928
2020-01-21 05:00:00,-5.8775,17852
2020-01-21 06:00:00,-6.2275,17078
2020-01-21 07:00:00,-6.3275,16667
2020-01-21 08:00:00,-6.3775,16455
2020-01-21 09:00:00,-6.3775,16380
2020-01-21 10:00:00,-6.4275,16676
2020-01-21 11:00:00,-6.7775,17685
2020-01-21 12:00:00,-6.1775,19347
2020-01-21 13:00:00,-5.6775,20539
2020-01-21 14:00:00,-4.6275,20742
2020-01-21 15:00:00,-3.3274999,20587
2020-01-21 16:00:00,-1.9775,20427
2020-01-21 17:00:00,-0.77750003,20276
2020-01-21 18:00:00,0.3225,20093
2020-01-21 19:00:00,1.0225,19958
2020-01-21 20:00:00,0.92249995,19952
2020-01-21 21:00:00,0.47249997,20225
2020-01-21 22:00:00,-2.6775,20814
2020-01-21 23:00:00,-2.2275,21841
2020-01-22 00:00:00,-2.7775,21890
2020-01-22 01:00:00,-3.1775,21553
2020-01-22 02:00:00,-3.5774999,20936
2020-01-22 03:00:00,-3.8274999,19984
2020-01-22 04:00:00,-4.0775,18767
2020-01-22 05:00:00,-4.4775,17602
2020-01-22 06:00:00,-5.1275,16792
2020-01-22 07:00:00,-5.2775,16313
2020-01-22 08:00:00,-5.2275,16084
2020-01-22 09:00:00,-5.1775,16015
2020-01-22 10:00:00,-5.4275,16307
2020-01-22 11:00:00,-5.5275,17259
2020-01-22 12:00:00,-4.8275,18944
2020-01-22 13:00:00,-4.3775,20125
2020-01-22 14:00:00,-3.0774999,20281
2020-01-22 15:00:00,-1.7774999,20058
2020-01-22 16:00:00,-0.5775,19812
2020-01-22 17:00:00,0.47249997,19475
2020-01-22 18:00:00,1.4225,19104
2020-01-22 19:00:00,2.2225,18942
2020-01-22 20:00:00,2.7725,18910
2020-01-22 21:00:00,2.1225,19170
2020-01-22 22:00:00,-1.8774999,19856
2020-01-22 23:00:00,-2.8775,20969
2020-01-23 00:00:00,-2.1775,21089
2020-01-23 01:00:00,-1.0775,20733
2020-01-23 02:00:00,-1.4775,20209
2020-01-23 03:00:00,-2.8274999,19313
2020-01-23 04:00:00,-3.9275,18112
2020-01-23 05:00:00,-4.0775,16988
2020-01-23 06:00:00,-3.5774999,16176
2020-01-23 07:00:00,-3.7275,15742
2020-01-23 08:00:00,-4.1775002,15537
2020-01-23 09:00:00,-4.4775,15490
2020-01-23 10:00:00,-4.5775,15803
2020-01-23 11:00:00,-4.5775,16775
2020-01-23 12:00:00,-3.6775,18518
2020-01-23 13:00:00,-2.9275,19689
2020-01-23 14:00:00,-0.8775,19771
2020-01-23 15:00:00,1.2725,19553
2020-01-23 16:00:00,3.0725,19285
2020-01-23 17:00:00,4.5725,19043
2020-01-23 18:00:00,6.0225,18845
2020-01-23 19:00:00,6.8225,18796
2020-01-23 20:00:00,6.6225,18841
2020-01-23 21:00:00,4.6225,19025
2020-01-23 22:00:00,1.5225,19544
2020-01-23 23:00:00,1.2225001,20435
2020-01-24 00:00:00,0.5725,20429
2020-01-24 01:00:00,0.27249998,20051
2020-01-24 02:00:00,0.072500005,19535
2020-01-24 03:00:00,0.1725,18667
2020-01-24 04:00:00,-0.0775,17520
2020-01-24 05:00:00,0.12249999,16402
2020-01-24 06:00:00,0.82249993,15637
2020-01-24 07:00:00,0.72249997,15148
2020-01-24 08:00:00,0.5725,14907
2020-01-24 09:00:00,-0.0775,14880
2020-01-24 10:00:00,-2.7775,15155
2020-01-24 11:00:00,-2.8775,16049
2020-01-24 12:00:00,-2.3775,17682
2020-01-24 13:00:00,-0.77750003,18839
2020-01-24 14:00:00,1.4225,19031
2020-01-24 15:00:00,4.0725,18811
2020-01-24 16:00:00,6.4725,18465
2020-01-24 17:00:00,8.1725,18127
2020-01-24 18:00:00,9.1725,17835
2020-01-24 19:00:00,9.4225,17709
2020-01-24 20:00:00,8.9225,17757
2020-01-24 21:00:00,7.4225,18040
2020-01-24 22:00:00,4.7225,18598
2020-01-24 23:00:00,3.6725001,19451
2020-01-25 00:00:00,2.5225,19431
2020-01-25 01:00:00,2.0725,19036
2020-01-25 02:00:00,1.4225,18505
2020-01-25 03:00:00,1.0225,17824
2020-01-25 04:00:00,0.72249997,16941
2020-01-25 05:00:00,0.72249997,16016
2020-01-25 06:00:00,1.2725,15254
2020-01-25 07:00:00,1.6225001,14707
2020-01-25 08:00:00,1.6225001,14404
2020-01-25 09:00:00,1.7725,14281
2020-01-25 10:00:00,2.9225001,14327
2020-01-25 11:00:00,3.6225,14638
2020-01-25 12:00:00,2.1225,15271
2020-01-25 13:00:00,2.6725001,16051
2020-01-25 14:00:00,3.4725,16894
2020-01-25 15:00:00,4.2225,17588
2020-01-25 16:00:00,5.6225,18068
2020-01-25 17:00:00,7.0225,18276
2020-01-25 18:00:00,7.6725,18341
2020-01-25 19:00:00,8.5225,18227
2020-01-25 20:00:00,9.5225,18103
2020-01-25 21:00:00,9.5225,18088
2020-01-25 22:00:00,8.6225,18214
2020-01-25 23:00:00,9.0225,18643
2020-01-26 00:00:00,6.1725,18594
2020-01-26 01:00:00,7.0725,18219
2020-01-26 02:00:00,6.4225,17713
2020-01-26 03:00:00,4.9725,17129
2020-01-26 04:00:00,3.7725,16378
2020-01-26 05:00:00,3.0225,15583
2020-01-26 06:00:00,2.5225,14926
2020-01-26 07:00:00,2.1725001,14425
2020-01-26 08:00:00,1.6725,14117
2020-01-26 09:00:00,1.2725,13949
2020-01-26 10:00:00,0.9725,13970
2020-01-26 11:00:00,0.6225,14241
2020-01-26 12:00:00,0.82249993,14718
2020-01-26 13:00:00,1.7225001,15267
2020-01-26 14:00:00,3.2725,15811
2020-01-26 15:00:00,4.4225,16264
2020-01-26 16:00:00,6.3225,16497
2020-01-26 17:00:00,7.1725,16685
2020-01-26 18:00:00,7.7225,16760
2020-01-26 19:00:00,7.5225,16848
2020-01-26 20:00:00,7.2225,16978
2020-01-26 21:00:00,6.7225,17238
2020-01-26 22:00:00,5.8225,17852
2020-01-26 23:00:00,5.1725,18744
2020-01-27 00:00:00,3.1725001,18820
2020-01-27 01:00:00,3.3225,18507
2020-01-27 02:00:00,2.7725,18016
2020-01-27 03:00:00,2.1225,17355
2020-01-27 04:00:00,1.5725,16439
2020-01-27 05:00:00,0.92249995,15499
2020-01-27 06:00:00,0.3725,14846
2020-01-27 07:00:00,0.12249999,14457
2020-01-27 08:00:00,0.072500005,14202
2020-01-27 09:00:00,-0.1275,14215
2020-01-27 10:00:00,-0.32750002,14521
2020-01-27 11:00:00,-0.5775,15505
2020-01-27 12:00:00,1.3225,17182
2020-01-27 13:00:00,1.5725,18335
2020-01-27 14:00:00,2.7725,18651
2020-01-27 15:00:00,4.3225,18775
2020-01-27 16:00:00,6.1725,18844
2020-01-27 17:00:00,6.4725,18872
2020-01-27 18:00:00,6.7225,18902
2020-01-27 19:00:00,6.7225,18974
2020-01-27 20:00:00,7.1225,18921
2020-01-27 21:00:00,6.4225,18966
2020-01-27 22:00:00,5.0725,19424
2020-01-27 23:00:00,4.1725,20184
2020-01-28 00:00:00,3.8725,20162
2020-01-28 01:00:00,2.8225,19757
2020-01-28 02:00:00,2.9225001,19167
2020-01-28 03:00:00,3.4725,18212
2020-01-28 04:00:00,2.9725,16995
2020-01-28 05:00:00,3.0225,15888
2020-01-28 06:00:00,2.3725,15107
2020-01-28 07:00:00,0.82249993,14653
2020-01-28 08:00:00,0.3225,14371
2020-01-28 09:00:00,0.42249995,14343
2020-01-28 10:00:00,-0.2775,14600
2020-01-28 11:00:00,-0.5775,15569
2020-01-28 12:00:00,1.5725,17283
2020-01-28 13:00:00,2.3225,18472
2020-01-28 14:00:00,3.0225,18808
2020-01-28 15:00:00,4.3725,18920
2020-01-28 16:00:00,5.2725,18821
2020-01-28 17:00:00,5.2725,18744
2020-01-28 18:00:00,5.1225,18768
2020-01-28 19:00:00,5.2725,18822
2020-01-28 20:00:00,4.8225,18893
2020-01-28 21:00:00,4.2725,19105
2020-01-28 22:00:00,3.5725,19612
2020-01-28 23:00:00,3.0225,20399
2020-01-29 00:00:00,3.0225,20421
2020-01-29 01:00:00,3.0725,20070
2020-01-29 02:00:00,2.3225,19492
2020-01-29 03:00:00,1.6725,18576
2020-01-29 04:00:00,1.0725,17382
2020-01-29 05:00:00,0.3725,16223
2020-01-29 06:00:00,0.27249998,15459
2020-01-29 07:00:00,0.3725,15045
2020-01-29 08:00:00,0.72249997,14828
2020-01-29 09:00:00,0.22249998,14800
2020-01-29 10:00:00,-0.8775,15057
2020-01-29 11:00:00,-1.8774999,16006
2020-01-29 12:00:00,-0.7275,17824
2020-01-29 13:00:00,-0.3775,18950
2020-01-29 14:00:00,0.3225,19246
2020-01-29 15:00:00,0.82249993,19140
2020-01-29 16:00:00,1.4225,18826
2020-01-29 17:00:00,2.1725001,18548
2020-01-29 18:00:00,3.0225,18328
2020-01-29 19:00:00,3.7725,18259
2020-01-29 20:00:00,4.2225,18288
2020-01-29 21:00:00,4.0225,18602
2020-01-29 22:00:00,0.82249993,19363
2020-01-29 23:00:00,-0.9775,20508
2020-01-30 00:00:00,-1.3275,20790
2020-01-30 01:00:00,-1.7774999,20513
2020-01-30 02:00:00,-2.0275,20017
2020-01-30 03:00:00,-2.5275,19186
2020-01-30 04:00:00,-3.0774999,18013
2020-01-30 05:00:00,-3.2775,16932
2020-01-30 06:00:00,-3.3775,16247
2020-01-30 07:00:00,-3.8775,15847
