,date,temperature,demand
4017,2019-06-17 13:00:00,21.7725,18756
4018,2019-06-17 14:00:00,22.322498,19308
4019,2019-06-17 15:00:00,22.0225,19720
4020,2019-06-17 16:00:00,23.4725,20018
4021,2019-06-17 17:00:00,23.4725,20220
4022,2019-06-17 18:00:00,23.0225,20344
4023,2019-06-17 19:00:00,22.6225,20389
4024,2019-06-17 20:00:00,22.6225,20506
4025,2019-06-17 21:00:00,23.072498,20685
4026,2019-06-17 22:00:00,22.822498,20834
4027,2019-06-17 23:00:00,22.3725,20627
4028,2019-06-18 00:00:00,21.172499,20274
4029,2019-06-18 01:00:00,20.172499,20013
4030,2019-06-18 02:00:00,19.672499,19542
4031,2019-06-18 03:00:00,19.4725,18167
4032,2019-06-18 04:00:00,19.072498,16679
4033,2019-06-18 05:00:00,18.9725,15591
4034,2019-06-18 06:00:00,19.1225,14872
4035,2019-06-18 07:00:00,19.2725,14418
4036,2019-06-18 08:00:00,19.2225,14222
4037,2019-06-18 09:00:00,19.1225,14340
4038,2019-06-18 10:00:00,19.4725,15080
4039,2019-06-18 11:00:00,19.7225,16550
4040,2019-06-18 12:00:00,20.3725,18023
4041,2019-06-18 13:00:00,20.172499,18954
4042,2019-06-18 14:00:00,21.4725,19612
4043,2019-06-18 15:00:00,22.8725,20080
4044,2019-06-18 16:00:00,22.922499,20404
4045,2019-06-18 17:00:00,22.9725,20559
4046,2019-06-18 18:00:00,23.322498,20598
4047,2019-06-18 19:00:00,24.172499,20520
4048,2019-06-18 20:00:00,24.6225,20514
4049,2019-06-18 21:00:00,24.672499,20681
4050,2019-06-18 22:00:00,23.4725,20775
4051,2019-06-18 23:00:00,21.822498,20558
4052,2019-06-19 00:00:00,20.3725,20225
4053,2019-06-19 01:00:00,19.7725,19860
4054,2019-06-19 02:00:00,19.4725,19294
4055,2019-06-19 03:00:00,19.322498,18017
4056,2019-06-19 04:00:00,19.3725,16549
4057,2019-06-19 05:00:00,18.7225,15478
4058,2019-06-19 06:00:00,18.572498,14767
4059,2019-06-19 07:00:00,18.172499,14308
4060,2019-06-19 08:00:00,17.672499,14093
4061,2019-06-19 09:00:00,17.7225,14192
4062,2019-06-19 10:00:00,18.2225,14887
4063,2019-06-19 11:00:00,18.6225,16290
4064,2019-06-19 12:00:00,18.7725,17754
4065,2019-06-19 13:00:00,19.5225,18736
4066,2019-06-19 14:00:00,20.2725,19389
4067,2019-06-19 15:00:00,20.3725,19836
4068,2019-06-19 16:00:00,20.8725,20126
4069,2019-06-19 17:00:00,20.4725,20273
4070,2019-06-19 18:00:00,20.7725,20483
4071,2019-06-19 19:00:00,20.822498,20606
4072,2019-06-19 20:00:00,20.672499,20706
4073,2019-06-19 21:00:00,20.6225,20833
4074,2019-06-19 22:00:00,20.5225,20842
4075,2019-06-19 23:00:00,20.1225,20514
4076,2019-06-20 00:00:00,20.422499,20210
4077,2019-06-20 01:00:00,19.572498,19963
4078,2019-06-20 02:00:00,19.4725,19434
4079,2019-06-20 03:00:00,19.2725,18149
4080,2019-06-20 04:00:00,19.172499,16702
4081,2019-06-20 05:00:00,19.1225,15671
4082,2019-06-20 06:00:00,19.0225,14979
4083,2019-06-20 07:00:00,18.9725,14518
4084,2019-06-20 08:00:00,19.0225,14292
4085,2019-06-20 09:00:00,19.1225,14394
4086,2019-06-20 10:00:00,19.322498,15081
4087,2019-06-20 11:00:00,19.822498,16511
4088,2019-06-20 12:00:00,20.0225,17992
4089,2019-06-20 13:00:00,20.822498,18980
4090,2019-06-20 14:00:00,21.4725,19671
4091,2019-06-20 15:00:00,22.0225,20084
4092,2019-06-20 16:00:00,23.2225,20330
4093,2019-06-20 17:00:00,23.9725,20523
4094,2019-06-20 18:00:00,25.322498,20842
4095,2019-06-20 19:00:00,26.072498,21185
4096,2019-06-20 20:00:00,24.8725,21398
4097,2019-06-20 21:00:00,25.572498,21494
4098,2019-06-20 22:00:00,25.0225,21518
4099,2019-06-20 23:00:00,24.322498,21165
4100,2019-06-21 00:00:00,22.8725,20771
4101,2019-06-21 01:00:00,22.2225,20535
4102,2019-06-21 02:00:00,22.4725,20105
4103,2019-06-21 03:00:00,22.322498,18907
4104,2019-06-21 04:00:00,21.822498,17460
4105,2019-06-21 05:00:00,21.6225,16345
4106,2019-06-21 06:00:00,21.322498,15560
4107,2019-06-21 07:00:00,20.172499,14981
4108,2019-06-21 08:00:00,19.7725,14677
4109,2019-06-21 09:00:00,19.6225,14731
4110,2019-06-21 10:00:00,19.4725,15384
4111,2019-06-21 11:00:00,19.5225,16738
4112,2019-06-21 12:00:00,20.172499,18094
4113,2019-06-21 13:00:00,19.422499,18825
4114,2019-06-21 14:00:00,19.0225,19221
4115,2019-06-21 15:00:00,18.672499,19559
4116,2019-06-21 16:00:00,18.7725,19590
4117,2019-06-21 17:00:00,18.822498,19534
4118,2019-06-21 18:00:00,20.7225,19562
4119,2019-06-21 19:00:00,21.8725,19559
4120,2019-06-21 20:00:00,23.6225,19684
4121,2019-06-21 21:00:00,23.9725,19935
4122,2019-06-21 22:00:00,23.422499,20088
4123,2019-06-21 23:00:00,22.4725,19733
4124,2019-06-22 00:00:00,20.9725,19171
4125,2019-06-22 01:00:00,20.2225,18579
4126,2019-06-22 02:00:00,19.3725,18269
4127,2019-06-22 03:00:00,18.572498,17246
4128,2019-06-22 04:00:00,18.1225,15949
4129,2019-06-22 05:00:00,17.572498,14862
4130,2019-06-22 06:00:00,16.9725,14080
4131,2019-06-22 07:00:00,16.3725,13562
4132,2019-06-22 08:00:00,15.972501,13231
4133,2019-06-22 09:00:00,15.7225,13131
4134,2019-06-22 10:00:00,15.6225,13146
4135,2019-06-22 11:00:00,16.672499,13571
4136,2019-06-22 12:00:00,18.572498,14445
4137,2019-06-22 13:00:00,20.572498,15453
4138,2019-06-22 14:00:00,22.1225,16255
4139,2019-06-22 15:00:00,23.5225,16864
4140,2019-06-22 16:00:00,23.8725,17301
4141,2019-06-22 17:00:00,24.0225,17621
4142,2019-06-22 18:00:00,23.922499,17836
4143,2019-06-22 19:00:00,24.072498,18049
4144,2019-06-22 20:00:00,23.9725,18283
4145,2019-06-22 21:00:00,23.7225,18650
4146,2019-06-22 22:00:00,23.2725,18873
4147,2019-06-22 23:00:00,22.672499,18828
4148,2019-06-23 00:00:00,21.072498,18461
4149,2019-06-23 01:00:00,19.922499,18087
4150,2019-06-23 02:00:00,19.2725,17897
4151,2019-06-23 03:00:00,18.5225,17079
4152,2019-06-23 04:00:00,17.7225,16037
4153,2019-06-23 05:00:00,17.072498,15013
4154,2019-06-23 06:00:00,16.572498,14214
4155,2019-06-23 07:00:00,15.7725,13621
4156,2019-06-23 08:00:00,15.1725,13206
4157,2019-06-23 09:00:00,15.2725,13058
4158,2019-06-23 10:00:00,15.7725,12906
4159,2019-06-23 11:00:00,17.172499,13190
4160,2019-06-23 12:00:00,19.172499,13870
4161,2019-06-23 13:00:00,21.2725,14780
4162,2019-06-23 14:00:00,23.2725,15749
4163,2019-06-23 15:00:00,24.7225,16555
4164,2019-06-23 16:00:00,25.4725,17160
4165,2019-06-23 17:00:00,25.9725,17694
4166,2019-06-23 18:00:00,26.3725,18150
4167,2019-06-23 19:00:00,26.672499,18652
4168,2019-06-23 20:00:00,26.7225,19276
4169,2019-06-23 21:00:00,26.5225,19941
4170,2019-06-23 22:00:00,26.072498,20492
4171,2019-06-23 23:00:00,25.0225,20595
4172,2019-06-24 00:00:00,23.7725,20290
4173,2019-06-24 01:00:00,22.2225,19834
4174,2019-06-24 02:00:00,21.2725,19585
4175,2019-06-24 03:00:00,20.7225,18501
4176,2019-06-24 04:00:00,19.9725,17091
4177,2019-06-24 05:00:00,19.072498,15888
4178,2019-06-24 06:00:00,17.8725,15059
4179,2019-06-24 07:00:00,16.7225,14523
4180,2019-06-24 08:00:00,16.2225,14240
4181,2019-06-24 09:00:00,15.822499,14298
4182,2019-06-24 10:00:00,16.322498,14841
4183,2019-06-24 11:00:00,18.0225,16209
4184,2019-06-24 12:00:00,20.5225,17811
4185,2019-06-24 13:00:00,22.672499,18921
4186,2019-06-24 14:00:00,24.6225,19806
4187,2019-06-24 15:00:00,26.0225,20536
4188,2019-06-24 16:00:00,26.9725,21263
4189,2019-06-24 17:00:00,27.2225,21841
4190,2019-06-24 18:00:00,27.6225,22379
4191,2019-06-24 19:00:00,28.2225,22836
4192,2019-06-24 20:00:00,27.2725,23082
4193,2019-06-24 21:00:00,25.2225,23282
4194,2019-06-24 22:00:00,23.422499,23307
4195,2019-06-24 23:00:00,22.922499,22856
4196,2019-06-25 00:00:00,22.8725,22392
4197,2019-06-25 01:00:00,22.072498,22054
4198,2019-06-25 02:00:00,21.7225,21698
4199,2019-06-25 03:00:00,21.922499,20405
4200,2019-06-25 04:00:00,21.072498,18772
4201,2019-06-25 05:00:00,20.7725,17466
4202,2019-06-25 06:00:00,20.2225,16610
4203,2019-06-25 07:00:00,20.322498,16066
4204,2019-06-25 08:00:00,20.3725,15799
4205,2019-06-25 09:00:00,20.572498,15919
4206,2019-06-25 10:00:00,20.672499,16698
4207,2019-06-25 11:00:00,20.7225,18058
4208,2019-06-25 12:00:00,21.9725,19539
4209,2019-06-25 13:00:00,21.822498,20599
4210,2019-06-25 14:00:00,21.9725,21226
4211,2019-06-25 15:00:00,22.7725,21758
4212,2019-06-25 16:00:00,23.422499,22190
4213,2019-06-25 17:00:00,24.3725,22441
4214,2019-06-25 18:00:00,25.4725,22836
4215,2019-06-25 19:00:00,26.572498,23164
4216,2019-06-25 20:00:00,27.422499,23627
4217,2019-06-25 21:00:00,27.3725,24177
4218,2019-06-25 22:00:00,27.072498,24614
4219,2019-06-25 23:00:00,26.572498,24325
4220,2019-06-26 00:00:00,25.822498,23745
4221,2019-06-26 01:00:00,24.0225,23002
4222,2019-06-26 02:00:00,23.2725,22455
4223,2019-06-26 03:00:00,22.172499,20974
4224,2019-06-26 04:00:00,21.2225,19145
4225,2019-06-26 05:00:00,21.822498,17737
4226,2019-06-26 06:00:00,21.2725,16763
4227,2019-06-26 07:00:00,20.9725,16172
4228,2019-06-26 08:00:00,20.6225,15825
4229,2019-06-26 09:00:00,20.6225,15854
4230,2019-06-26 10:00:00,20.2725,16366
4231,2019-06-26 11:00:00,21.0225,17765
4232,2019-06-26 12:00:00,23.072498,19400
4233,2019-06-26 13:00:00,24.422499,20622
4234,2019-06-26 14:00:00,25.6225,21497
4235,2019-06-26 15:00:00,26.7225,22346
4236,2019-06-26 16:00:00,27.7225,23083
4237,2019-06-26 17:00:00,28.6225,23699
4238,2019-06-26 18:00:00,29.422499,24354
4239,2019-06-26 19:00:00,29.9725,24967
4240,2019-06-26 20:00:00,30.1225,25509
4241,2019-06-26 21:00:00,29.822498,25986
4242,2019-06-26 22:00:00,29.0225,26221
4243,2019-06-26 23:00:00,27.9725,25873
4244,2019-06-27 00:00:00,27.7225,24990
4245,2019-06-27 01:00:00,24.4725,24033
4246,2019-06-27 02:00:00,25.172499,23400
4247,2019-06-27 03:00:00,22.922499,21948
4248,2019-06-27 04:00:00,22.3725,20170
4249,2019-06-27 05:00:00,21.7225,18625
4250,2019-06-27 06:00:00,21.172499,17490
4251,2019-06-27 07:00:00,20.8725,16780
4252,2019-06-27 08:00:00,20.6225,16295
4253,2019-06-27 09:00:00,19.6225,16199
4254,2019-06-27 10:00:00,19.7225,16561
4255,2019-06-27 11:00:00,21.322498,17973
4256,2019-06-27 12:00:00,23.922499,19657
4257,2019-06-27 13:00:00,25.922499,20996
4258,2019-06-27 14:00:00,27.672499,22152
4259,2019-06-27 15:00:00,29.072498,23213
4260,2019-06-27 16:00:00,29.822498,24034
4261,2019-06-27 17:00:00,30.1225,24699
4262,2019-06-27 18:00:00,30.2725,25345
4263,2019-06-27 19:00:00,30.1225,25746
4264,2019-06-27 20:00:00,30.072498,26150
4265,2019-06-27 21:00:00,29.9725,26422
4266,2019-06-27 22:00:00,29.322498,26684
4267,2019-06-27 23:00:00,28.0225,26322
4268,2019-06-28 00:00:00,26.322498,25619
4269,2019-06-28 01:00:00,24.7725,24686
4270,2019-06-28 02:00:00,23.5225,23928
4271,2019-06-28 03:00:00,22.072498,22338
4272,2019-06-28 04:00:00,21.2225,20479
4273,2019-06-28 05:00:00,20.822498,18899
4274,2019-06-28 06:00:00,20.572498,17760
4275,2019-06-28 07:00:00,19.922499,16914
4276,2019-06-28 08:00:00,19.7225,16341
4277,2019-06-28 09:00:00,19.4725,16238
4278,2019-06-28 10:00:00,19.422499,16583
4279,2019-06-28 11:00:00,21.4725,17831
4280,2019-06-28 12:00:00,23.7725,19530
4281,2019-06-28 13:00:00,25.7225,21002
4282,2019-06-28 14:00:00,27.322498,22256
4283,2019-06-28 15:00:00,28.422499,23374
4284,2019-06-28 16:00:00,29.322498,24290
4285,2019-06-28 17:00:00,29.822498,25048
4286,2019-06-28 18:00:00,29.7725,25768
4287,2019-06-28 19:00:00,29.5225,26341
4288,2019-06-28 20:00:00,29.6225,26840
4289,2019-06-28 21:00:00,29.1225,27190
4290,2019-06-28 22:00:00,27.5225,27151
4291,2019-06-28 23:00:00,26.422499,26273
4292,2019-06-29 00:00:00,25.572498,25152
4293,2019-06-29 01:00:00,23.8725,24299
4294,2019-06-29 02:00:00,24.1225,23654
4295,2019-06-29 03:00:00,24.3725,22289
4296,2019-06-29 04:00:00,23.572498,20695
4297,2019-06-29 05:00:00,23.2225,19372
4298,2019-06-29 06:00:00,22.7725,18363
4299,2019-06-29 07:00:00,22.2225,17614
4300,2019-06-29 08:00:00,21.922499,17149
4301,2019-06-29 09:00:00,21.572498,16888
4302,2019-06-29 10:00:00,21.7725,16832
4303,2019-06-29 11:00:00,22.822498,17195
4304,2019-06-29 12:00:00,24.9725,18291
4305,2019-06-29 13:00:00,25.7725,19819
4306,2019-06-29 14:00:00,26.8725,21310
4307,2019-06-29 15:00:00,28.3725,22526
4308,2019-06-29 16:00:00,29.4725,23413
4309,2019-06-29 17:00:00,29.8725,23994
4310,2019-06-29 18:00:00,30.2725,24483
4311,2019-06-29 19:00:00,31.0225,24954
4312,2019-06-29 20:00:00,31.0225,25252
4313,2019-06-29 21:00:00,29.322498,25287
4314,2019-06-29 22:00:00,27.422499,24848
4315,2019-06-29 23:00:00,26.922499,24215
4316,2019-06-30 00:00:00,24.4725,23461
4317,2019-06-30 01:00:00,23.672499,22817
4318,2019-06-30 02:00:00,23.322498,22290
4319,2019-06-30 03:00:00,23.1225,21168
4320,2019-06-30 04:00:00,22.822498,19884
4321,2019-06-30 05:00:00,22.672499,18661
4322,2019-06-30 06:00:00,22.3725,17643
4323,2019-06-30 07:00:00,22.1225,16924
4324,2019-06-30 08:00:00,21.672499,16433
4325,2019-06-30 09:00:00,21.322498,16140
4326,2019-06-30 10:00:00,21.172499,15871
4327,2019-06-30 11:00:00,22.1225,16065
4328,2019-06-30 12:00:00,23.4725,16950
4329,2019-06-30 13:00:00,25.2725,18105
4330,2019-06-30 14:00:00,26.3725,19130
4331,2019-06-30 15:00:00,26.922499,19895
4332,2019-06-30 16:00:00,26.7725,20419
4333,2019-06-30 17:00:00,26.9725,20787
4334,2019-06-30 18:00:00,26.6225,20778
4335,2019-06-30 19:00:00,26.072498,20772
4336,2019-06-30 20:00:00,26.0225,20206
4337,2019-06-30 21:00:00,25.172499,20380
4338,2019-06-30 22:00:00,24.7725,20752
4339,2019-06-30 23:00:00,23.672499,20736
4340,2019-07-01 00:00:00,23.172499,20398
4341,2019-07-01 01:00:00,22.072498,19988
4342,2019-07-01 02:00:00,21.822498,19816
4343,2019-07-01 03:00:00,21.072498,18817
4344,2019-07-01 04:00:00,20.2725,17459
4345,2019-07-01 05:00:00,19.4725,16337
4346,2019-07-01 06:00:00,18.822498,15574
4347,2019-07-01 07:00:00,18.2225,15007
4348,2019-07-01 08:00:00,17.672499,14722
4349,2019-07-01 09:00:00,17.2225,14742
4350,2019-07-01 10:00:00,17.1225,15194
4351,2019-07-01 11:00:00,18.172499,16375
4352,2019-07-01 12:00:00,20.1225,17862
4353,2019-07-01 13:00:00,22.1225,19043
4354,2019-07-01 14:00:00,23.8725,19948
4355,2019-07-01 15:00:00,25.322498,20787
4356,2019-07-01 16:00:00,26.4725,21501
4357,2019-07-01 17:00:00,27.4725,22073
4358,2019-07-01 18:00:00,28.2225,22730
4359,2019-07-01 19:00:00,28.822498,23349
4360,2019-07-01 20:00:00,29.2225,23939
4361,2019-07-01 21:00:00,29.072498,24468
4362,2019-07-01 22:00:00,28.422499,24821
4363,2019-07-01 23:00:00,27.422499,24528
4364,2019-07-02 00:00:00,25.172499,23870
4365,2019-07-02 01:00:00,24.072498,23055
4366,2019-07-02 02:00:00,22.922499,22518
4367,2019-07-02 03:00:00,21.9725,21072
4368,2019-07-02 04:00:00,21.1225,19330
4369,2019-07-02 05:00:00,20.422499,17870
4370,2019-07-02 06:00:00,19.4725,16898
4371,2019-07-02 07:00:00,18.9725,16249
4372,2019-07-02 08:00:00,18.4725,15830
4373,2019-07-02 09:00:00,18.5225,15868
4374,2019-07-02 10:00:00,18.9725,16268
4375,2019-07-02 11:00:00,20.3725,17565
4376,2019-07-02 12:00:00,22.422499,19097
4377,2019-07-02 13:00:00,24.5225,20316
4378,2019-07-02 14:00:00,26.572498,21311
4379,2019-07-02 15:00:00,28.2725,22369
4380,2019-07-02 16:00:00,28.8725,23187
4381,2019-07-02 17:00:00,28.2225,23621
4382,2019-07-02 18:00:00,28.1225,23940
4383,2019-07-02 19:00:00,29.2725,24205
4384,2019-07-02 20:00:00,29.672499,24506
4385,2019-07-02 21:00:00,29.5225,25017
4386,2019-07-02 22:00:00,28.922499,25350
4387,2019-07-02 23:00:00,27.9725,25125
4388,2019-07-03 00:00:00,26.6225,24635
4389,2019-07-03 01:00:00,25.0225,24131
4390,2019-07-03 02:00:00,24.322498,23706
4391,2019-07-03 03:00:00,24.2225,22312
4392,2019-07-03 04:00:00,23.822498,20666
4393,2019-07-03 05:00:00,23.822498,19280
4394,2019-07-03 06:00:00,23.422499,18268
4395,2019-07-03 07:00:00,22.9725,17590
4396,2019-07-03 08:00:00,22.672499,17151
4397,2019-07-03 09:00:00,22.1225,17073
4398,2019-07-03 10:00:00,22.2225,17513
4399,2019-07-03 11:00:00,23.2225,18801
4400,2019-07-03 12:00:00,24.322498,20527
4401,2019-07-03 13:00:00,25.672499,21921
4402,2019-07-03 14:00:00,26.7725,23002
4403,2019-07-03 15:00:00,27.172499,24060
4404,2019-07-03 16:00:00,27.3725,24818
4405,2019-07-03 17:00:00,27.9725,25293
4406,2019-07-03 18:00:00,28.322498,25830
4407,2019-07-03 19:00:00,28.6225,26332
4408,2019-07-03 20:00:00,28.6225,26758
4409,2019-07-03 21:00:00,28.6225,26950
4410,2019-07-03 22:00:00,28.572498,27054
4411,2019-07-03 23:00:00,27.9725,26696
4412,2019-07-04 00:00:00,27.3725,25865
4413,2019-07-04 01:00:00,25.3725,24818
4414,2019-07-04 02:00:00,24.7225,24078
4415,2019-07-04 03:00:00,23.422499,22677
4416,2019-07-04 04:00:00,24.922499,21105
4417,2019-07-04 05:00:00,24.572498,19597
4418,2019-07-04 06:00:00,24.322498,18444
4419,2019-07-04 07:00:00,23.422499,17578
4420,2019-07-04 08:00:00,22.9725,17006
4421,2019-07-04 09:00:00,22.3725,16667
4422,2019-07-04 10:00:00,21.922499,16547
4423,2019-07-04 11:00:00,23.422499,16950
4424,2019-07-04 12:00:00,24.9725,18039
4425,2019-07-04 13:00:00,26.7225,19450
4426,2019-07-04 14:00:00,28.1225,20952
4427,2019-07-04 15:00:00,29.322498,22388
4428,2019-07-04 16:00:00,29.7725,23507
4429,2019-07-04 17:00:00,29.6225,24229
4430,2019-07-04 18:00:00,29.5225,24611
4431,2019-07-04 19:00:00,29.172499,24840
4432,2019-07-04 20:00:00,28.7225,25008
4433,2019-07-04 21:00:00,27.322498,25173
4434,2019-07-04 22:00:00,26.0225,25223
4435,2019-07-04 23:00:00,24.7225,24753
4436,2019-07-05 00:00:00,23.7225,23964
4437,2019-07-05 01:00:00,22.172499,23223
4438,2019-07-05 02:00:00,21.572498,22669
4439,2019-07-05 03:00:00,21.2225,21885
4440,2019-07-05 04:00:00,21.172499,20869
4441,2019-07-05 05:00:00,21.072498,19598
4442,2019-07-05 06:00:00,20.6225,18629
4443,2019-07-05 07:00:00,20.672499,17923
4444,2019-07-05 08:00:00,20.422499,17479
4445,2019-07-05 09:00:00,20.2725,17338
4446,2019-07-05 10:00:00,20.1225,17610
4447,2019-07-05 11:00:00,20.322498,18562
4448,2019-07-05 12:00:00,22.1225,19923
4449,2019-07-05 13:00:00,23.672499,21267
4450,2019-07-05 14:00:00,24.822498,22529
4451,2019-07-05 15:00:00,25.922499,23596
4452,2019-07-05 16:00:00,26.9725,24534
4453,2019-07-05 17:00:00,27.072498,25334
4454,2019-07-05 18:00:00,26.7725,25949
4455,2019-07-05 19:00:00,27.072498,26300
4456,2019-07-05 20:00:00,26.422499,26657
4457,2019-07-05 21:00:00,26.0225,26897
4458,2019-07-05 22:00:00,25.9725,26845
4459,2019-07-05 23:00:00,25.5225,26262
4460,2019-07-06 00:00:00,24.7725,25483
4461,2019-07-06 01:00:00,24.072498,24850
4462,2019-07-06 02:00:00,23.572498,24397
4463,2019-07-06 03:00:00,23.672499,23336
4464,2019-07-06 04:00:00,23.822498,21979
4465,2019-07-06 05:00:00,24.1225,20645
4466,2019-07-06 06:00:00,24.1225,19654
4467,2019-07-06 07:00:00,24.072498,18943
4468,2019-07-06 08:00:00,23.9725,18464
4469,2019-07-06 09:00:00,23.8725,18213
4470,2019-07-06 10:00:00,23.7225,18160
4471,2019-07-06 11:00:00,24.172499,18538
4472,2019-07-06 12:00:00,23.7725,19708
4473,2019-07-06 13:00:00,24.572498,21298
4474,2019-07-06 14:00:00,25.9725,22847
4475,2019-07-06 15:00:00,27.6225,24113
4476,2019-07-06 16:00:00,28.8725,25045
4477,2019-07-06 17:00:00,30.072498,25542
4478,2019-07-06 18:00:00,29.4725,25659
4479,2019-07-06 19:00:00,27.7725,25577
4480,2019-07-06 20:00:00,28.172499,25267
4481,2019-07-06 21:00:00,29.3725,25033
4482,2019-07-06 22:00:00,28.822498,24936
4483,2019-07-06 23:00:00,28.1225,24562
4484,2019-07-07 00:00:00,26.5225,23943
4485,2019-07-07 01:00:00,25.5225,23493
4486,2019-07-07 02:00:00,25.1225,23099
4487,2019-07-07 03:00:00,24.4725,22101
4488,2019-07-07 04:00:00,24.172499,20810
4489,2019-07-07 05:00:00,23.7725,19588
4490,2019-07-07 06:00:00,23.5225,18611
4491,2019-07-07 07:00:00,23.6225,17864
4492,2019-07-07 08:00:00,23.1225,17313
4493,2019-07-07 09:00:00,22.9725,16969
4494,2019-07-07 10:00:00,23.072498,16729
4495,2019-07-07 11:00:00,23.2225,16785
4496,2019-07-07 12:00:00,23.822498,17354
4497,2019-07-07 13:00:00,25.072498,18227
4498,2019-07-07 14:00:00,25.6225,19224
4499,2019-07-07 15:00:00,26.7725,20255
4500,2019-07-07 16:00:00,27.322498,21080
4501,2019-07-07 17:00:00,27.572498,21715
4502,2019-07-07 18:00:00,27.672499,22085
4503,2019-07-07 19:00:00,26.572498,22338
4504,2019-07-07 20:00:00,25.422499,22562
4505,2019-07-07 21:00:00,24.7225,22875
4506,2019-07-07 22:00:00,23.9725,23114
4507,2019-07-07 23:00:00,23.2225,22961
4508,2019-07-08 00:00:00,23.3725,22338
4509,2019-07-08 01:00:00,22.4725,21690
4510,2019-07-08 02:00:00,22.172499,21345
4511,2019-07-08 03:00:00,22.072498,20206
4512,2019-07-08 04:00:00,21.9725,18761
4513,2019-07-08 05:00:00,21.822498,17587
4514,2019-07-08 06:00:00,21.572498,16791
4515,2019-07-08 07:00:00,21.6225,16240
4516,2019-07-08 08:00:00,21.4725,15954
4517,2019-07-08 09:00:00,21.072498,16019
4518,2019-07-08 10:00:00,21.2225,16567
4519,2019-07-08 11:00:00,21.3725,17688
4520,2019-07-08 12:00:00,21.5225,19171
4521,2019-07-08 13:00:00,20.8725,20071
4522,2019-07-08 14:00:00,20.672499,20587
4523,2019-07-08 15:00:00,20.6225,21056
4524,2019-07-08 16:00:00,20.422499,21427
4525,2019-07-08 17:00:00,21.1225,21614
4526,2019-07-08 18:00:00,21.422499,21996
4527,2019-07-08 19:00:00,22.8725,22405
4528,2019-07-08 20:00:00,23.172499,22941
4529,2019-07-08 21:00:00,23.172499,23563
4530,2019-07-08 22:00:00,23.172499,23945
4531,2019-07-08 23:00:00,22.7225,23622
4532,2019-07-09 00:00:00,24.3725,22888
4533,2019-07-09 01:00:00,22.2725,22145
4534,2019-07-09 02:00:00,21.572498,21580
4535,2019-07-09 03:00:00,20.922499,20195
4536,2019-07-09 04:00:00,20.5225,18570
4537,2019-07-09 05:00:00,20.322498,17235
4538,2019-07-09 06:00:00,19.9725,16393
4539,2019-07-09 07:00:00,19.672499,15850
4540,2019-07-09 08:00:00,19.4725,15548
4541,2019-07-09 09:00:00,19.322498,15596
4542,2019-07-09 10:00:00,19.572498,16078
4543,2019-07-09 11:00:00,21.0225,17381
4544,2019-07-09 12:00:00,22.922499,19023
4545,2019-07-09 13:00:00,24.5225,20335
4546,2019-07-09 14:00:00,26.1225,21317
4547,2019-07-09 15:00:00,27.7225,22262
4548,2019-07-09 16:00:00,28.822498,23027
4549,2019-07-09 17:00:00,29.5225,23667
4550,2019-07-09 18:00:00,30.2725,24353
4551,2019-07-09 19:00:00,30.8725,25059
4552,2019-07-09 20:00:00,31.1225,25738
4553,2019-07-09 21:00:00,30.3725,26384
4554,2019-07-09 22:00:00,28.4725,26711
4555,2019-07-09 23:00:00,26.6225,26260
4556,2019-07-10 00:00:00,27.822498,25411
4557,2019-07-10 01:00:00,27.2225,24543
4558,2019-07-10 02:00:00,23.9725,23842
4559,2019-07-10 03:00:00,23.2225,22296
4560,2019-07-10 04:00:00,22.9725,20487
4561,2019-07-10 05:00:00,21.572498,18982
4562,2019-07-10 06:00:00,21.1225,17981
4563,2019-07-10 07:00:00,20.572498,17257
4564,2019-07-10 08:00:00,20.8725,16821
4565,2019-07-10 09:00:00,20.6225,16778
4566,2019-07-10 10:00:00,20.5225,17228
4567,2019-07-10 11:00:00,22.072498,18413
4568,2019-07-10 12:00:00,23.6225,20058
4569,2019-07-10 13:00:00,25.6225,21452
4570,2019-07-10 14:00:00,27.5225,22691
4571,2019-07-10 15:00:00,28.8725,23925
4572,2019-07-10 16:00:00,29.7225,25006
4573,2019-07-10 17:00:00,30.3725,25873
4574,2019-07-10 18:00:00,30.9725,26696
4575,2019-07-10 19:00:00,29.2225,27340
4576,2019-07-10 20:00:00,29.2725,27849
4577,2019-07-10 21:00:00,30.0225,28324
4578,2019-07-10 22:00:00,29.2225,28593
4579,2019-07-10 23:00:00,27.4725,28127
4580,2019-07-11 00:00:00,27.9725,27322
4581,2019-07-11 01:00:00,26.572498,26531
4582,2019-07-11 02:00:00,25.572498,25930
4583,2019-07-11 03:00:00,24.9725,24270
4584,2019-07-11 04:00:00,24.922499,22387
4585,2019-07-11 05:00:00,24.6225,20842
4586,2019-07-11 06:00:00,24.0225,19674
4587,2019-07-11 07:00:00,23.5225,18879
4588,2019-07-11 08:00:00,22.9725,18408
4589,2019-07-11 09:00:00,22.322498,18303
4590,2019-07-11 10:00:00,21.572498,18743
4591,2019-07-11 11:00:00,22.9725,19929
4592,2019-07-11 12:00:00,24.072498,21617
4593,2019-07-11 13:00:00,25.4725,22886
4594,2019-07-11 14:00:00,26.572498,23933
4595,2019-07-11 15:00:00,27.672499,24974
4596,2019-07-11 16:00:00,28.072498,25847
4597,2019-07-11 17:00:00,27.0225,26521
4598,2019-07-11 18:00:00,25.572498,27025
